,0
5085,таки
5086,мар≥чка
5087,т€гнути
5088,подивитис€
5089,стати
5090,видн≥ше
5091,йти
5092,полонина
5093,холодний
5094,роса
5095,с≥дати
5096,пост≥л
5097,небо
5098,зачервон≥тис€
5099,збл≥днути
5100,зор€
5101,≥ван
5102,виходити
5103,верх
5104,холоне
5105,д≥тис€
5106,гора
5107,вода
5108,обл€ли
5109,круг
5110,полонина
5111,потопити
5112,верх
5113,полонина
5114,пливти
5115,самота
5116,безкрањй
5117,море
5118,ќд
5119,чорногора
5120,подихнути
5121,в≥тер
5122,повний
5123,вода
5124,хвилюватис€
5125,стиха
5126,чутно
5127,невидиме
5128,сонце
5129,рости
5130,глибина
5131,виткнутис€
5132,море
5133,сивий
5134,верх
5135,ст≥кати
5136,вода
5137,—ильн≥ше
5138,подиха
5139,холод
5140,зростати
5141,вал
5142,море
5143,верх
5144,другий
5145,пробиваютьс€
5146,б≥лий
5147,п≥на
5148,св≥т
5149,наче
5150,наново
5151,родитис€
5152,вода
5153,пост≥кати
5154,верх
5155,ходити
5156,нога
5157,сонце
5158,простелити
5159,небо
5160,корона
5161,показати
5162,лице
5163,стањ
5164,нестис€
5165,сумний
5166,голос
5167,тремб≥та
5168,будити
5169,сон
5170,полонина
5171,л≥тувати
5172,≥ван
5173,полонина
5174,спуст≥ла
5175,стекти
5176,маржинка
5177,долина
5178,роз≥браний
5179,хаз€€ми
5180,одтремб≥тали
5181,тремб≥та
5182,лежати
5183,здоптан≥
5184,трава
5185,в≥тер
5186,ос≥нн≥й
5187,заводити
5188,мрець
5189,лишитис€
5190,ватаг
5191,спузарем
5192,мусити
5193,чекати
5194,згаснути
5195,вогонь
5196,вогонь
5197,полонинський
5198,народитис€
5199,неначе
5200,бог
5201,заснути
5202,стати
5203,засмучений
5204,полонина
5205,привол≥клась
5206,мара
5207,нипа
5208,стањ
5209,загорода
5210,лишитис€
5211,надаремне
5212,≥ван
5213,посп≥шати
5214,полонина
5215,застати
5216,мар≥чка
5217,живий
5218,сим
5219,брела
5220,черемош
5221,вз€ти
5222,вода
5223,неспод≥вано
5224,заскочити
5225,пов≥нь
5226,лютий
5227,габа
5228,збити
5229,мар≥чка
5230,нога
5231,кинути
5232,гоц
5233,понести
5234,пом≥ж
5235,скел€
5236,долина
5237,мар≥чка
5238,нести
5239,р≥ка
5240,люда
5241,дивитис€
5242,крутити
5243,габа
5244,чути
5245,крик
5246,благанн€
5247,могти
5248,вр€тувати
5249,≥ван
5250,в≥рити
5251,—е
5252,певно
5253,штука
5254,гутенюк≥в
5255,д≥знатис€
5256,њхн≥й
5257,коханн€
5258,сховати
5259,мар≥чка
5260,зо
5261,б≥к
5262,чути
5263,лиш
5264,р≥шити
5265,шукати
5266,т≥ло
5267,мусити
5268,прибитись
5269,десь
5270,каш≥ци
5271,десь
5272,люда
5273,мати
5274,сп≥ймати
5275,п≥ти
5276,вздовж
5277,р≥чка
5278,повний
5279,пекучий
5280,гн≥в
5281,злоба
5282,в≥чний
5283,шум
5284,кипл€чий
5285,лють
5286,одному
5287,село
5288,знайти
5289,таки
5290,т≥ло
5291,вит€гти
5292,зар≥нок
5293,п≥знати
5294,мар≥чка
5295,се
5296,мар≥чка
5297,€кийсь
5298,мокрий
5299,лантух
5300,син≥й
5301,кривавий
5302,маса
5303,стертий
5304,р≥чний
5305,кам≥нн€
5306,млин≥
5307,великий
5308,жаль
5309,вхопити
5310,≥ван
5311,серце
5312,«разу
5313,т€гти
5314,скочити
5315,скел€
5316,крут≥ж
5317,жери
5318,потому
5319,щемл€чий
5320,тусок
5321,погнати
5322,гора
5323,од
5324,р≥чка
5325,затул€ти
5326,вуха
5327,чути
5328,зрадливий
5329,шум
5330,прийн€ти
5331,останн≥й
5332,диханн€
5333,мар≥чка
5334,блукати
5335,л≥с
5336,пом≥ж
5337,кам≥нн€
5338,залом
5339,ведм≥дь
5340,зализувати
5341,рана
5342,голод
5343,прогнати
5344,село
5345,знаходити
5346,ожина
5347,гогози
5348,пити
5349,вода
5350,пот≥к
5351,живитис€
5352,потому
5353,щезнути
5354,люда
5355,гадати
5356,загинути
5357,великий
5358,жаль
5359,д≥вчина
5360,скласти
5361,сп≥ванка
5362,њхн≥й
5363,коханн€
5364,смерть
5365,роз≥
5366,йшлис€
5367,гора
5368,л≥та
5369,чутка
5370,сьо
5371,мий
5372,з'€витис€
5373,худий
5374,зчорн≥лий
5375,старший
5376,од
5377,л≥та
5378,спок≥йний
5379,опов≥дати
5380,пастушив
5381,угорський
5382,б≥к
5383,походити
5384,в≥дтак
5385,оженитис€
5386,гздувати
5387,замовкти
5388,стр≥ла
5389,п≥столь
5390,одсп≥вати
5391,вес≥лл€
5392,ж≥нка
5393,пригнати
5394,загорода
5395,в≥вц€
5396,корова
5397,≥ван
5398,задоволений
5399,палагна
5400,багацький
5401,р≥д
5402,фудульна
5403,здоровий
5404,д≥вка
5405,грубий
5406,нос
5407,воластий
5408,ши€
5409,правда
5410,любити
5411,пишний
5412,луд≥нн€
5413,немало
5414,десь
5415,п≥ти
5416,грош≥
5417,шовковий
5418,хустка
5419,дорогий
5420,зіарда
5421,байка
5422,погл€даючи
5423,овечка
5424,бле€ти
5425,загорода
5426,св≥й
5427,писаний
5428,ботей
5429,стадо
5430,корова
5431,дзвонили
5432,рули
5433,випас
5434,л≥с
5435,журитис€
5436,мати
5437,коло
5438,ходити
5439,жадний
5440,багатства
5441,гуцул
5442,жиЇ
5443,св≥т
5444,плеканн€
5445,маржинка
5446,сповн€ти
5447,рад≥сть
5448,серце
5449,дитина
5450,мама
5451,такий
5452,худ≥бка
5453,думка
5454,займати
5455,турбота
5456,с≥но
5457,вигода
5458,маржинц≥
5459,заслабла
5460,зурочити
5461,в≥вц€
5462,щасливо
5463,котитис€
5464,корова
5465,уположались
5466,од
5467,небезпека
5468,гл€д≥ти
5469,маржина
5470,од
5471,гадина
5472,зв≥р
5473,од
5474,в≥дьма
5475,вс€кий
5476,спос≥б
5477,пот€гати
5478,манна
5479,коров
5480,потинали
5481,худ≥бка
5482,знати
5483,п≥дкурювать
5484,ворожити
5485,збирати
5486,пом≥чний
5487,з≥лл€
5488,замовл€ти
5489,палагна
5490,помагала
5491,добрий
5492,газдин€
5493,в≥чний
5494,турбота
5495,д≥лити
5496,сус≥д
5497,дати
5498,пан
5499,б≥г
5500,жал≥тис€
5501,чолов≥к
5502,в≥йшла
5503,дав≥
5504,притул
5505,хима
5506,гл€нути
5507,€гнЇта
5508,сплесне
5509,долон€
5510,файний
5511,мати
5512,гадати
5513,встигти
5514,пор≥г
5515,двоЇ
5516,€гнЇт
5517,закрутилось
5518,м≥сце
5519,≥г≥й
5520,в≥дьмо
5521,йти
5522,сноч≥
5523,опов≥дати
5524,≥ван
5525,повз
5526,хата
5527,дивитис€
5528,кочеЇтьс€
5529,шос
5530,круглий
5531,гейби
5532,капшук
5533,св≥титис€
5534,наче
5535,з≥рниц€
5536,дивитис€
5537,царинка
5538,вориннЇ
5539,химин≥
5540,двер≥
5541,абих
5542,здоров
5543,€кби
5544,догадатис€
5545,зн€ти
5546,гач≥
5547,в≥дьму
5548,≥мив
5549,пропасти
5550,другий
5551,б≥к
5552,найближч≥м
5553,горб≥
5554,сус≥дити
5555,юра
5556,люда
5557,казати
5558,богувати
5559,бог
5560,знаючий
5561,сильний
5562,град≥вник
5563,мольфар
5564,дужий
5565,рука
5566,тримати
5567,сила
5568,небесний
5569,земний
5570,смерть
5571,житт€
5572,здоров'€
5573,маржина
5574,людина
5575,бо€тис€
5576,потребувати
5577,трапл€лось
5578,≥ван
5579,звертатис€
5580,кожний
5581,разом
5582,стр≥чаючи
5583,погл€д
5584,пекучий
5585,око
5586,мольфар
5587,спльовувати
5588,непом≥тно
5589,с≥ль
5590,оц≥
5591,найг≥рше
5592,докучати
5593,хима
5594,старий
5595,улесливий
5596,баба
5597,прив≥тний
5598,веч≥р
5599,перекидалась
5600,б≥лий
5601,пес
5602,нипала
5603,загорода
5604,сус≥дський
5605,≥ван
5606,метати
5607,сокира
5608,жбурл€ти
5609,вилами
5610,проган€в
5611,р€ба
5612,корова
5613,око
5614,худнути
5615,давати
5616,подою
5617,палагна
5618,знати
5619,справа
5620,п≥дгл€дати
5621,говорити
5622,прим≥вка
5623,раз
5624,веч≥р
5625,б≥гати
5626,коров
5627,вставати
5628,вноч≥
5629,наробити
5630,такий
5631,крик
5632,≥ван
5633,б≥гти
5634,загороду
5635,нав≥жений
5636,мусити
5637,одган€ти
5638,од
5639,пор≥г
5640,великий
5641,жаба
5642,намагатис€
5643,перел≥зти
5644,хл≥в
5645,жаба
5646,десь
5647,щезлий
5648,воринн€
5649,скрип
5650,голосок
5651,химин
5652,добрий
5653,веч≥р
5654,сус≥доньц≥
5655,красний
5656,хе
5657,хе
5658,безвстидний
5659,виробл€ти
5660,отой
5661,родима
5662,в≥дьма
5663,перекидалась
5664,полотно
5665,б≥л≥ти
5666,смерк
5667,поп≥д
5668,л≥с
5669,повзла
5670,вуж
5671,котитис€
5672,горб
5673,прозорий
5674,клубок
5675,спивати
5676,м≥с€ць
5677,темно
5678,йти
5679,чужий
5680,худоба
5681,прис€гавс€
5682,бачити
5683,терниц€
5684,доњть
5685,забити
5686,к≥лок
5687,неначе
5688,д≥йка
5689,надоњти
5690,повний
5691,д≥йниц€
5692,клоп≥т
5693,≥ван
5694,мати
5695,спам'€татис€
5696,газд≥вство
5697,потребувати
5698,в≥чний
5699,прац€
5700,житт€
5701,маржина
5702,т≥сно
5703,в'€залось
5704,власний
5705,житт€
5706,вит≥сн€ло
5707,вс€кий
5708,думка
5709,час
5710,неспод≥вано
5711,зводити
5712,око
5713,зелений
5714,царинка
5715,спочивати
5716,копиц€
5717,с≥но
5718,глибокий
5719,задуманий
5720,л≥с
5721,зв≥дти
5722,зл≥тати
5723,забутий
5724,голос
5725,≥згадай
5726,мн≥
5727,миленький
5728,раз
5729,днина
5730,гадати
5731,година
5732,кидати
5733,робота
5734,десь
5735,пропадати
5736,фудульна
5737,палагна
5738,звикнути
5739,тиждень
5740,робити
5741,св€то
5742,одпочивати
5743,пишаючись
5744,красний
5745,луд≥нн€
5746,сердито
5747,дор≥кала
5748,примха
5749,гн≥ватис€
5750,заткнис€
5751,пазь
5752,лиш
5753,дати
5754,спок≥й
5755,сердивсь
5756,нащо
5757,винувато
5758,йти
5759,худоба
5760,приносити
5761,хл≥б
5762,грудка
5763,с≥ль
5764,дов≥рливий
5765,рик
5766,т€гтис€
5767,б≥лан€
5768,голубан€
5769,висувати
5770,теплий
5771,червоний
5772,€зик
5773,разом
5774,с≥ль
5775,лизати
5776,рука
5777,вогкий
5778,блискучий
5779,око
5780,при€зно
5781,дивитис€
5782,теплий
5783,дух
5784,молочний
5785,вим'€
5786,св≥жий
5787,гною
5788,вертати
5789,втрачений
5790,спок≥й
5791,р≥вновага
5792,кошара
5793,обливало
5794,ц≥лий
5795,море
5796,в≥вц€
5797,такий
5798,маленький
5799,круглих
5800,знати
5801,господар
5802,сей
5803,баран
5804,€гниц€
5805,рад≥сний
5806,беканн€
5807,терлись
5808,нога
5809,запускав
5810,палець
5811,пухнату
5812,вовну
5813,батьк≥вський
5814,почутт€
5815,брати
5816,рука
5817,€гн€
5818,дух
5819,полонина
5820,в≥€ти
5821,кликати
5822,гора
5823,ставати
5824,спок≥йно
5825,тепло
5826,серц≥
5827,сьому
5828,≥ван≥в
5829,рад≥сть
5830,кохати
5831,палагну
5832,думка
5833,займати
5834,голови
5835,газда
5836,газдин€
5837,дитина
5838,худ≥бка
5839,добр≥м
5840,хаз€йство
5841,палагна
5842,набратис€
5843,т≥ло
5844,стати
5845,повний
5846,червоний
5847,курити
5848,люльку
5849,≥ван≥в
5850,носити
5851,пишний
5852,шовковий
5853,хустка
5854,воластий
5855,ши€
5856,блищати
5857,ст≥льки
5858,намиста
5859,чел€дь
5860,заздрощ≥
5861,розс≥далась
5862,њздити
5863,разом
5864,м≥сто
5865,храм
5866,палагна
5867,с≥длала
5868,к≥нь
5869,закладала
5870,червоний
5871,пост≥л
5872,стремено
5873,гордо
5874,наче
5875,гора
5876,належати
5877,храм
5878,люда
5879,далекий
5880,р≥д
5881,п≥нилось
5882,пиво
5883,лилась
5884,гор≥лка
5885,зл≥тались
5886,ус€кий
5887,новина
5888,далекий
5889,гора
5890,≥ван
5891,об≥ймати
5892,молодиц€
5893,палагну
5894,ц≥лувати
5895,чужий
5896,чолов≥к
5897,ото
5898,диво
5899,€кий
5900,вдоволений
5901,набулись
5902,файно
5903,вертались
5904,щоденний
5905,турбота
5906,прињздити
5907,чесний
5908,газда
5909,гостина
5910,слава
5911,≥сусу
5912,ж≥нка
5913,маржинка
5914,ци
5915,дуж≥
5916,гаразд
5917,зас≥дати
5918,мережаний
5919,ст≥л
5920,т€жкий
5921,св≥й
5922,овечий
5923,убранн€
5924,споживати
5925,вкуп≥
5926,св≥жий
5927,кулеша
5928,гусл€нка
5929,гострий
5930,од
5931,облазити
5932,€зик
5933,йти
5934,житт€
5935,прац€
5936,будень
5937,ворож≥нн€
5938,св€то
5939,св€тий
5940,веч≥р
5941,≥ван
5942,дивн≥м
5943,настр≥й
5944,наче
5945,переповнений
5946,щось
5947,таЇмничий
5948,св€щенний
5949,робити
5950,поважно
5951,неначе
5952,служба
5953,божу
5954,служити
5955,клав
5956,палагн≥
5957,живий
5958,вогонь
5959,вечер€
5960,стелив
5961,с≥но
5962,ст≥л
5963,ст≥л
5964,повний
5965,в≥ра
5966,рикати
5967,корова
5968,бле€в
5969,в≥вц€
5970,ржати
5971,к≥нь
5972,аби
5973,вестис€
5974,худоба
5975,обкурювати
5976,ладан
5977,хата
5978,кошара
5979,од≥гнати
5980,зв≥р
5981,в≥дьом
5982,червоний
5983,од
5984,метушн€
5985,палагна
5986,серед
5987,куриво
5988,ознаймл€ла
5989,готовий
5990,страва
5991,перше
5992,зас≥сти
5993,ст≥л
5994,нести
5995,тайний
5996,вечер€
5997,худоб≥
5998,перший
5999,мусити
6000,скоштувати
6001,голубець
6002,слива
6003,б≥б
6004,логазу
6005,старанно
6006,готувати
6007,палагна
6008,сей
6009,годитис€
6010,закликати
6011,тайний
6012,вечер€
6013,ворожий
6014,сила
6015,€кий
6016,берегтис€
6017,ц≥лий
6018,житт€
6019,брати
6020,один
6021,рука
6022,страва
6023,миску
6024,другий
6025,сокира
6026,виходити
6027,надв≥р
6028,зелений
6029,гора
6030,убравшись
6031,б≥лий
6032,гугл≥
6033,прислухались
6034,чуйно
6035,дзвен≥ло
6036,небо
6037,золото
6038,з≥р
6039,мороз
6040,блискати
6041,ср≥бний
6042,меч
6043,потинаючи
6044,згук
6045,пов≥тр€
6046,≥ван
6047,прост€гати
6048,рука
6049,сей
6050,скутий
6051,зима
6052,безлюдн≥сть
6053,кликати
6054,тайний
6055,вечер€
6056,чорнокнижник
6057,мольфар
6058,планетник
6059,вс€кий
6060,вовк
6061,л≥совий
6062,ведм≥дь
6063,кликати
6064,бур€
6065,ласкавий
6066,прийти
6067,ситий
6068,страва
6069,палений
6070,гор≥лка
6071,вечер€
6072,св€ту
6073,ласкавий
6074,н≥хто
6075,приходити
6076,≥ван
6077,спрошував
6078,трич≥
6079,заклинати
6080,з'€вл€лись
6081,легко
6082,з≥тхав
6083,палагна
6084,чекати
6085,хата
6086,вогонь
6087,п≥ч
6088,лежати
6089,втомившись
6090,тихо
6091,др≥маючи
6092,жар
6093,страва
6094,спочивати
6095,с≥н≥
6096,р≥здв€ний
6097,мирн≥сть
6098,спливала
6099,темний
6100,куток
6101,голод
6102,т€гнути
6103,њжа
6104,см≥ли
6105,с≥сти
6106,ст≥л
6107,палагна
6108,погл€дала
6109,чолов≥к
6110,згод≥
6111,разом
6112,згинати
6113,кол≥но
6114,благаючи
6115,бог
6116,припустити
6117,вечер€
6118,душа
6119,н≥хто
6120,знати
6121,пропадом
6122,пропадати
6123,бутан
6124,побитий
6125,дорога
6126,покал≥чений
6127,вода
6128,потоплений
6129,н≥хто
6130,згадати
6131,ан≥
6132,встаючи
6133,ан≥
6134,л€гаючи
6135,н≥хто
6136,згадати
6137,дорога
6138,йдучи
6139,б≥дний
6140,душа
6141,г≥рко
6142,пробувають
6143,пекло
6144,чекаючи
6145,веч≥р
6146,св€тий
6147,молитис€
6148,≥ван
6149,певний
6150,плече
6151,плакати
6152,схилившись
6153,мар≥чка
6154,душа
6155,нагло
6156,померлих
6157,невидимо
6158,с≥дати
6159,лава
6160,продуй
6161,перше
6162,мати
6163,с≥сти
6164,вимагати
6165,≥ван
6166,палагна
6167,знати
6168,старанно
6169,продмухував
6170,м≥сце
6171,лава
6172,привалити
6173,€кий
6174,душа
6175,зас≥дав
6176,вечер€
6177,маланки
6178,маржина
6179,загороду
6180,приходити
6181,бог
6182,високий
6183,небо
6184,€сно
6185,гор≥ти
6186,зор€
6187,люто
6188,тр≥щати
6189,мороз
6190,сивий
6191,бог
6192,йти
6193,босон≥ж
6194,пухкий
6195,сн≥г
6196,тихо
6197,одхил€ти
6198,двер≥
6199,кошара
6200,прокинувшись
6201,вноч≥
6202,≥ван
6203,наслухати
6204,здаватис€
6205,чути
6206,лаг≥дний
6207,голос
6208,питати
6209,маржинка
6210,ци
6211,худ≥бка
6212,нањжений
6213,напоЇний
6214,ци
6215,сокот≥ти
6216,газда
6217,рад≥сно
6218,бле€ти
6219,в≥вц€
6220,веселий
6221,рик
6222,обзивались
6223,корова
6224,газда
6225,догл€дати
6226,сумл≥нно
6227,поњть
6228,годувати
6229,нин≥
6230,вичесати
6231,шерсть
6232,пан
6233,б≥г
6234,напевно
6235,обдаруЇ
6236,новий
6237,припл≥д
6238,бог
6239,давати
6240,припл≥д
6241,овечка
6242,мирно
6243,котитис€
6244,чинити
6245,€гничка
6246,корова
6247,щасливо
6248,уположались
6249,палагна
6250,в≥чно
6251,заклопотаний
6252,св≥й
6253,ворож≥нн€
6254,палила
6255,пом≥ж
6256,маржина
6257,ватру
6258,аби
6259,св≥туча
6260,красний
6261,божий
6262,св≥тло
6263,аби
6264,мати
6265,приступ
6266,злий
6267,робити
6268,знати
6269,аби
6270,худоба
6271,тихий
6272,кор≥нь
6273,земл€
6274,манниста
6275,пот≥к
6276,вода
6277,н≥жно
6278,промовл€ти
6279,меш
6280,годувати
6281,газду
6282,шанувати
6283,легко
6284,спати
6285,шобис
6286,р≥дко
6287,рикала
6288,щоби
6289,черед≥нниц€
6290,п≥знала
6291,ночувати
6292,сто€ти
6293,щоби
6294,ур≥к
6295,йти
6296,житт€
6297,худоб'€чий
6298,людський
6299,зливалось
6300,докупи
6301,джерельце
6302,гора
6303,пот≥к
6304,завтра
6305,великий
6306,св€то
6307,теплий
6308,юр≥й
6309,одбира
6310,од
6311,холодний
6312,дмитро
6313,ключ
6314,св≥тов≥
6315,правити
6316,земл€
6317,повний
6318,вода
6319,плава
6320,земл€
6321,п≥днесуть
6322,вище
6323,сонце
6324,юр≥й
6325,закосичити
6326,л≥с
6327,царинка
6328,в≥вц€
6329,ме
6330,обростати
6331,вовна
6332,л≥то
6333,земл€
6334,трава
6335,с≥нок≥с
6336,сп≥чнуть
6337,од
6338,худ≥бка
6339,заростаючи
6340,велико
6341,зелом
6342,завтра
6343,весна
6344,рад≥сть
6345,сонце
6346,гора
6347,цв≥сти
6348,вогонь
6349,син≥й
6350,дим
6351,загортати
6352,смерека
6353,прозорий
6354,серпанок
6355,сонце
6356,знизитис€
6357,одцв≥сти
6358,ватра
6359,дими
6360,одлет≥ти
6361,небо
6362,рад≥сний
6363,рик
6364,об≥звалась
6365,худоба
6366,перегнаний
6367,жар
6368,аби
6369,остра
6370,л≥т≥
6371,тота
6372,ватра
6373,аби
6374,множилась
6375,намножитис€
6376,од
6377,вогонь
6378,поп≥л
6379,п≥зно
6380,обл€гтис€
6381,юр≥й
6382,люда
6383,мати
6384,вставати
6385,палагна
6386,збудилась
6387,почало
6388,дн≥ти
6389,подумати
6390,вголос
6391,згадати
6392,нин≥
6393,св€то
6394,йти
6395,царинка
6396,одкинути
6397,теплий
6398,л≥жник
6399,встати
6400,нога
6401,≥ван
6402,спати
6403,п≥ч
6404,поз≥хати
6405,куток
6406,чорний
6407,отв≥р
6408,паща
6409,сумно
6410,брин≥ти
6411,цв≥ркун
6412,палагна
6413,розщ≥бнула
6414,сорочка
6415,скинути
6416,посто€ти
6417,гола
6418,хата
6419,бо€зко
6420,озираючись
6421,≥ван
6422,п≥ти
6423,двер≥
6424,скрипнути
6425,двер≥
6426,ран≥шн≥й
6427,холод
6428,обв≥€в
6429,т≥ло
6430,гора
6431,спати
6432,спати
6433,смерековий
6434,л≥с
6435,ченець
6436,строгий
6437,пос≥р≥л≥
6438,н≥ч
6439,царинка
6440,сивий
6441,шпиль
6442,розпливались
6443,туман
6444,холодний
6445,мрич
6446,п≥д≥ймалась
6447,долина
6448,прост€гала
6449,б≥лий
6450,мохнат≥
6451,лаби
6452,чорний
6453,смерека
6454,бл≥дий
6455,небо
6456,опов≥дав
6457,св≥й
6458,сон
6459,черемош
6460,палагна
6461,ступати
6462,мокрий
6463,трава
6464,злегка
6465,тремт≥ти
6466,ран≥шн≥й
6467,холодок
6468,певний
6469,н≥хто
6470,побачити
6471,€кби
6472,побачити
6473,зв≥сно
6474,шкода
6475,€кби
6476,пропасти
6477,ворож≥нн€
6478,≥нший
6479,думка
6480,благов≥щенн€
6481,закопати
6482,муравлисько
6483,с≥ль
6484,булка
6485,намисто
6486,нин≥
6487,д≥стати
6488,ѕомалу
6489,звикнути
6490,зимний
6491,тугий
6492,т≥ло
6493,знати
6494,материнство
6495,своб≥дно
6496,гордо
6497,пливло
6498,молодий
6499,трава
6500,царинка
6501,рожевий
6502,св≥жий
6503,позолочений
6504,хмара
6505,переповнений
6506,теплий
6507,весн€ний
6508,дощ
6509,спинитис€
6510,бук
6511,перше
6512,розкопать
6513,муравлисько
6514,п≥дн€ти
6515,угору
6516,рука
6517,пот€гтис€
6518,смачно
6519,т≥ло
6520,хруснувши
6521,к≥сточка
6522,враз
6523,почути
6524,тратити
6525,сила
6526,недобре
6527,опустити
6528,безвладно
6529,рука
6530,гл€нути
6531,вп≥рнути
6532,чорний
6533,вогнисту
6534,безодн€
6535,пускала
6536,юра
6537,мольфар
6538,сто€ти
6539,б≥к
6540,воринн€
6541,дивитис€
6542,хот≥ти
6543,крикнуть
6544,могти
6545,хот≥ти
6546,закрити
6547,груди
6548,рука
6549,мати
6550,сила
6551,зн€ти
6552,намагатис€
6553,втекти
6554,врости
6555,земл€
6556,сто€ти
6557,безсила
6558,сливе
6559,зомл≥ти
6560,уперто
6561,дивитис€
6562,чорний
6563,жаринка
6564,випивати
6565,сила
6566,врешт≥
6567,ворухнутис€
6568,зл≥сть
6569,пропасти
6570,ц≥лий
6571,ворож≥нн€
6572,палагна
6573,зробити
6574,зусилл€
6575,п≥дн€ти
6576,зл≥сть
6577,сердито
6578,об≥звалась
6579,вилупити
6580,баньки
6581,вид
6582,спускаючи
6583,око
6584,€кий
6585,скував
6586,юра
6587,блимнути
6588,зуб
6589,такий
6590,палагна
6591,б≥гме
6592,вид
6593,закинути
6594,нога
6595,воринн€
6596,бачити
6597,плили
6598,жаринка
6599,спопелити
6600,вол€
6601,сто€ти
6602,нездатний
6603,поворухнутись
6604,солодк≥м
6605,жахлив≥м
6606,чеканн€
6607,бачити
6608,мережаний
6609,шов
6610,кептара
6611,блискучий
6612,зуб
6613,отв≥р
6614,рот
6615,нап≥вп≥дн€тий
6616,рука
6617,тепло
6618,т≥ло
6619,зблизька
6620,в≥йнути
6621,сто€ти
6622,зал≥зний
6623,палець
6624,стиснути
6625,рука
6626,пот€гти
6627,крик
6628,шарпонутис€
6629,поб≥гти
6630,хата
6631,мольфар
6632,сто€ти
6633,роздуваючи
6634,н≥здр≥
6635,дивитис€
6636,усл≥д
6637,б≥лий
6638,палагнине
6639,т≥ло
6640,вигиналось
6641,трава
6642,мов
6643,габа
6644,черемош
6645,потому
6646,палагна
6647,щезнути
6648,перел≥зти
6649,воринн€
6650,знов
6651,почати
6652,розс≥вать
6653,царинка
6654,поп≥л
6655,од
6656,учорашн≥й
6657,ватра
6658,аби
6659,корова
6660,в≥вц€
6661,пастис€
6662,пишно
6663,плодились
6664,€гничка
6665,чинити
6666,двоЇ
6667,палагна
6668,приб≥гти
6669,додому
6670,лихо
6671,≥ван
6672,бачити
6673,сус≥донько
6674,файний
6675,смага
6676,вт€ти
6677,мати
6678,приступитись
6679,≥г≥й
6680,ворож≥нн€
6681,пропасти
6682,пропасти
6683,вагалась
6684,казати
6685,юра
6686,≥ванов≥
6687,дати
6688,спок≥й
6689,б≥йка
6690,готовий
6691,вийти
6692,сварка
6693,мольфар
6694,лиш
6695,зачепись
6696,от
6697,дати
6698,лице
6699,палата
6700,знати
6701,годний
6702,зн€ти
6703,рука
6704,думка
6705,сей
6706,почувати
6707,млость
6708,т≥ло
6709,рука
6710,нога
6711,€кийсь
6712,солодкий
6713,знемога
6714,чути
6715,немов
6716,павутинн€
6717,т≥ло
6718,од
6719,гар€чий
6720,погл€д
6721,чорний
6722,око
6723,од
6724,блиск
6725,зуб
6726,пожадливо
6727,одкритий
6728,рот
6729,робити
6730,мольфар
6731,погл€д
6732,в'€зав
6733,зо
6734,тиждень
6735,минути
6736,палагна
6737,≥ван
6738,казати
6739,стр≥чу
6740,юром
6741,лиш
6742,придивл€тис€
6743,чолов≥к
6744,важкий
6745,€кийсь
6746,жура
6747,гризти
6748,ослабл€ла
6749,т≥ло
6750,старий
6751,вод€нистий
6752,св≥тилось
6753,стомлений
6754,око
6755,пом≥тно
6756,худ
6757,ставати
6758,байдужий
6759,юра
6760,кращий
6761,захот≥ти
6762,любаса
6763,уз€ти
6764,юру
6765,палагна
6766,фудульна
6767,силком
6768,вз€ти
6769,сердитий
6770,мольфар
6771,стр≥лись
6772,р≥ка
6773,палагна
6774,мить
6775,здатис€
6776,голий
6777,тонкий
6778,павутинн€
6779,опутало
6780,т≥ло
6781,наче
6782,кр≥зь
6783,сон
6784,почути
6785,спати
6786,палагночко
6787,душко
6788,€зиц≥
6789,верт≥лась
6790,в≥дпов≥дь
6791,гаразд
6792,здержатис€
6793,закопилити
6794,губа
6795,гордо
6796,п≥дн€ти
6797,голова
6798,минути
6799,немов
6800,бачити
6801,дужий
6802,почути
6803,ззаду
6804,удруге
6805,обернутис€
6806,начуватис€
6807,б≥да
6808,подумати
6809,страх
6810,справд≥
6811,вернутис€
6812,додому
6813,≥ван
6814,стр≥в
6815,зв≥стка
6816,здохнути
6817,€гничка
6818,диво
6819,ан≥трошки
6820,жалко
6821,€гничка
6822,зл≥сть
6823,брати
6824,≥ван
6825,побиватис€
6826,юра
6827,переходити
6828,палагн≥
6829,дорога
6830,думка
6831,зверталась
6832,ц≥каво
6833,охоче
6834,прислухатис€
6835,палагна
6836,опов≥данн€
6837,сила
6838,дивувалась
6839,палкий
6840,юра
6841,вид
6842,кращий
6843,од
6844,палагни
6845,могутн≥й
6846,потужний
6847,знати
6848,ќд
6849,слово
6850,гинула
6851,зразу
6852,худоба
6853,сохла
6854,чорн≥ти
6855,дим
6856,людина
6857,наслати
6858,смерть
6859,житт€
6860,роз≥гнать
6861,хмара
6862,сперти
6863,град
6864,вогонь
6865,чорний
6866,ока
6867,спопелить
6868,ворог
6869,запалити
6870,ж≥ночий
6871,серц≥
6872,коханн€
6873,земний
6874,бог
6875,юра
6876,хт≥в
6877,палагни
6878,прост€гати
6879,рука
6880,тримати
6881,св≥товий
6882,сила
6883,серце
6884,час
6885,в'€ло
6886,корова
6887,чолов≥к
6888,бл≥дли
6889,розс≥ваЇтьс€
6890,мрич
6891,хвилинка
6892,с≥да
6893,смерека
6894,нудьга
6895,йти
